Brand	Name	Dim	Weight	Bat	Blue	CPU	Cam	Cores	Dis	GPU	Memory card	OS	Pos	RAM	SIM	SoC	Storage	USB	Wi-Fi	Average price
PadFone	X	72.49 x 143.93 x 9.98 mm	150 g	2300 mAh, Li-Polymer	4.0	Krait 400, 2300 MHz, Cores: 4	4128 x 3096 pixels, 3840 x 2160 pixels, 30 fps	No info	5 in, Super IPS+ LCD, 1080 x 1920 pixels, 24 bit	Qualcomm Adreno 330, 550 MHz, Cores: 4	microSD, microSDHC, microSDXC	Android 4.4.2 KitKat	GPS, A-GPS, GLONASS	2 GB, 933 MHz	Micro-SIM	Qualcomm Snapdragon 800 MSM8974AB	16 GB	2.0, Micro USB	a, b, g, n, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct	89.99
ZenFone	6	84.3 x 166.9 x 9.9 mm	196 g	3300 mAh, Li-Polymer	4.0	Intel Saltwell HT, 2000 MHz, Cores: 2	4096 x 3072 pixels, 1920 x 1080 pixels, 30 fps	No info	6 in, IPS, 720 x 1280 pixels, 24 bit	PowerVR SGX544 MP2, 533 MHz, Cores: 2	microSD, microSDHC, microSDXC	Android 4.3 Jelly Bean	GPS, A-GPS	2 GB, 533 MHz	Micro-SIM	Intel Atom Z2580	8 GB, 16 GB, 32 GB	2.0, Micro USB	b, g, n, Wi-Fi Hotspot, Wi-Fi Direct	267.25
7	2013	200 x 114 x 8.65 mm	290 g	3950 mAh, Li-Polymer	4.0	Krait 200, 1500 MHz, Cores: 4	2592 x 1944 pixels, 1920 x 1080 pixels, 30 fps	No info	7 in, IPS, 1920 x 1200 pixels, 24 bit	Qualcomm Adreno 320, 400 MHz, Cores: 4	No info	Android 4.3 Jelly Bean	GPS, A-GPS	2 GB, 533 MHz	Micro-SIM	Qualcomm Snapdragon S4 Pro APQ8064	16 GB, 32 GB	2.0, Micro USB	a, b, g, n, n 5GHz, Dual band	174.06
HD	7	196.8 x 120.6 x 10.8 mm	302 g	4000 mAh, Li-Polymer	4.0	ARM Cortex-A7, 1200 MHz, Cores: 4	2592 x 1944 pixels, 1920 x 1080 pixels, 30 fps	No info	7 in, IPS, 1280 x 800 pixels, 24 bit	PowerVR SGX544, 300 MHz	microSD, microSDHC	Android 4.2.1 Jelly Bean	GPS	1 GB	No info	MediaTek MT8125	8 GB, 16 GB	2.0, Micro USB	b, g, n, Wi-Fi Hotspot, Wi-Fi Direct	410.00
Nexus	7	198.5 x 120 x 10.5 mm	347 g	4325 mAh, Li-Ion	3.0	ARM Cortex-A9, 1200 MHz, Cores: 5	1296 x 976 pixels, 1280 x 720 pixels	No info	7 in, IPS, 1280 x 800 pixels, 24 bit	ULP GeForce, 416 MHz, Cores: 12	No info	Android 4.1 Jelly Bean	GPS	1 GB, 1500 MHz	Micro-SIM	Nvidia Tegra 3 T30L	16 GB, 32 GB	2.0, Micro USB	b, g, n, Wi-Fi Hotspot	107.64
Key2	LE	71.8 x 150.25 x 8.35 mm	156 g	3000 mAh, Li-Ion	5.0	4x 1.8 GHz Kryo 260, 4x 1.6 GHz Kryo 260, Cores: 8	4160 x 3120 pixels, 3840 x 2160 pixels, 30 fps	No info	4.5 in, IPS, 1080 x 1620 pixels, 24 bit	Qualcomm Adreno 509	microSD, microSDHC, microSDXC	Android 8.1 Oreo	GPS, A-GPS, GLONASS, BeiDou, Galileo	4 GB, 1333 MHz	Nano-SIM	Qualcomm Snapdragon 636	32 GB, 64 GB	2.0, USB Type-C	a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct	510.48
BlackBerry	Evolve	76.13 x 158.85 x 8.35 mm	170 g	4000 mAh, Li-Ion	5.0	ARM Cortex-A53, 1800 MHz, Cores: 8	4160 x 3120 pixels, 3840 x 2160 pixels, 30 fps	No info	5.99 in, IPS, 1080 x 2160 pixels, 24 bit	Qualcomm Adreno 506	microSD, microSDHC, microSDXC	Android 8.1 Oreo	GPS, A-GPS, GLONASS	4 GB, 933 MHz	Nano-SIM, Nano-SIM / microSD	Qualcomm Snapdragon 450	64 GB	2.0, USB Type-C	a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct	264.90
BlackBerry	KEY2	71.8 x 151.4 x 8.5 mm	168 g	3500 mAh, Li-Ion	5.0	4x 2.2 GHz Kryo 260, 4x 1.84 GHz Kryo 260, Cores: 8	4032 x 3024 pixels, 3840 x 2160 pixels, 30 fps	No info	4.5 in, IPS, 1080 x 1620 pixels, 24 bit	Qualcomm Adreno 512	microSD, microSDHC, microSDXC	Android 8.1 Oreo	GPS, A-GPS, GLONASS, BeiDou, Galileo	6 GB, 1866 MHz	Nano-SIM	Qualcomm Snapdragon 660 MSM8976 Plus	64 GB, 128 GB	3.0, USB Type-C	a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct	567.61
BlackBerry	KEYone	72.5 x 149.3 x 9.4 mm	180 g	3505 mAh, Li-Ion	4.2	ARM Cortex-A53, 2000 MHz, Cores: 8	4048 x 3036 pixels, 3840 x 2160 pixels, 30 fps	No info	4.5 in, IPS, 1080 x 1620 pixels, 24 bit	Qualcomm Adreno 506, 650 MHz	microSD, microSDHC, microSDXC	Android 7.1.1 Nougat	GPS, A-GPS, GLONASS, BeiDou	3 GB, 933 MHz	Nano-SIM	Qualcomm Snapdragon 625 MSM8953	32 GB	3.1, USB Type-C	a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct	210.30
BlackBerry	DTEK60	75.4 x 153.9 x 7 mm	165 g	3000 mAh, Li-Polymer	4.2	2x 2.15 GHz Kryo, 2x 1.6 GHz Kryo, Cores: 4	5344 x 4016 pixels, 3840 x 2160 pixels, 30 fps	No info	5.5 in, IPS, 1440 x 2560 pixels, 24 bit	Qualcomm Adreno 530, 624 MHz	microSD, microSDHC, microSDXC	Android 6.0 Marshmallow	GPS, A-GPS, GLONASS, BeiDou	4 GB, 1866 MHz	Nano-SIM	Qualcomm Snapdragon 820 MSM8996	32 GB	2.0, USB Type-C	a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct	286.51
BlackBerry	DTEK50	72.5 x 147 x 7.4 mm	135 g	2610 mAh, Li-Ion	4.2	4x 1.5 GHz ARM Cortex-A53, 4x 1.2 GHz ARM Cortex-A53, Cores: 8	4160 x 3120 pixels, 1920 x 1080 pixels, 30 fps	No info	5.2 in, IPS, 1080 x 1920 pixels, 24 bit	Qualcomm Adreno 405, 550 MHz	microSD, microSDHC, microSDXC	Android 6.0.1 Marshmallow	GPS, A-GPS, GLONASS, BeiDou	3 GB, 933 MHz	Nano-SIM	Qualcomm Snapdragon 617 MSM8952	16 GB	2.0, Micro USB	a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct	264.50
BlackBerry	Priv	77.2 x 147 x 9.4 mm	192 g	3410 mAh, Li-Polymer	4.1	2x 1.8 GHz ARM Cortex-A57, 4x 1.44 GHz ARM Cortex-A53, Cores: 6	4896 x 3672 pixels, 3840 x 2160 pixels, 30 fps	No info	5.4 in, AMOLED, 1440 x 2560 pixels, 24 bit	Qualcomm Adreno 418, 600 MHz	microSD, microSDHC, microSDXC	Android 5.1.1 Lollipop	GPS, A-GPS, GLONASS	3 GB, 933 MHz	Nano-SIM	Qualcomm Snapdragon 808 MSM8992	32 GB	2.0, Micro USB	a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct	323.30
BlackBerry	Leap	72.8 x 144 x 9.5 mm	170 g	2800 mAh, Li-Ion	4.0	Krait, 1500 MHz, Cores: 2	3264 x 2448 pixels, 1920 x 1080 pixels, 30 fps	No info	5 in, TFT, 720 x 1280 pixels, 24 bit	Qualcomm Adreno 225	microSD, microSDHC, microSDXC	BlackBerry 10.3.1	GPS, A-GPS	2 GB, 533 MHz	Micro-SIM	Qualcomm Snapdragon S4 Plus MSM8960	16 GB	2.0, Micro USB	a, b, g, n, Wi-Fi Hotspot, Wi-Fi Display	296.52
Classic	Q20	72.4 x 131 x 10.2 mm	178 g	2515 mAh, Li-Ion	4.0	Krait, 1500 MHz, Cores: 2	3264 x 2448 pixels, 1920 x 1080 pixels, 30 fps	No info	3.5 in, TFT, 720 x 720 pixels, 24 bit	Qualcomm Adreno 225	microSD, microSDHC, microSDXC	BlackBerry 10.3.1	GPS, A-GPS	2 GB, 533 MHz	Nano-SIM	Qualcomm Snapdragon S4 Plus MSM8960	16 GB	2.0, Micro USB	a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Display	183.20
Design	P'9983	67.1 x 119 x 10.6 mm	140 g	2100 mAh, Li-Ion	4.0	Krait, 1500 MHz, Cores: 2	3264 x 2448 pixels, 1920 x 1080 pixels, 30 fps	No info	3.1 in, AMOLED, 720 x 720 pixels, 24 bit	Qualcomm Adreno 225	microSD, microSDHC, microSDXC	BlackBerry 10.3	GPS, A-GPS, S-GPS, GLONASS	2 GB, 500 MHz	Micro-SIM	Qualcomm Snapdragon S4 Plus MSM8960	64 GB	2.0, Micro USB	a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot	707.00
BlackBerry	Passport	90.3 x 128 x 9.3 mm	196 g	3450 mAh, Li-Polymer	4.0	Krait 400, 2200 MHz, Cores: 4	4158 x 3118 pixels, 1920 x 1080 pixels, 60 fps	No info	4.5 in, LCD, 1440 x 1440 pixels, 24 bit	Qualcomm Adreno 330, 450 MHz, Cores: 4	microSD, microSDHC, microSDXC	BlackBerry 10.3	GPS, A-GPS	3 GB, 800 MHz	Nano-SIM	Qualcomm Snapdragon 801 MSM8974AA	32 GB	2.0, Micro USB	a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct	284.70
Design	P'9982	65.6 x 131 x 9.5 mm	140 g	1800 mAh, Li-Ion	4.0	Krait, 1500 MHz, Cores: 2	3264 x 2448 pixels, 1920 x 1080 pixels, 30 fps	No info	4.2 in, IPS, 768 x 1280 pixels, 24 bit	Qualcomm Adreno 225	microSD, microSDHC, microSDXC	BlackBerry 10.2	GPS, A-GPS	2 GB, 500 MHz	Micro-SIM	Qualcomm Snapdragon S4 Plus MSM8960	64 GB	2.0, Micro USB	a, b, g, n, Dual band, Wi-Fi Hotspot	498.49
BlackBerry	Z30	72 x 140.7 x 9.4 mm	170 g	2880 mAh, Li-Ion	4.0	Krait 300, 1700 MHz, Cores: 2	3264 x 2448 pixels, 1920 x 1080 pixels, 30 fps	No info	5 in, Super AMOLED, 720 x 1280 pixels, 24 bit	Qualcomm Adreno 320, 400 MHz, Cores: 4	microSD, microSDHC, microSDXC	BlackBerry 10.2	GPS, A-GPS, S-GPS, GLONASS, E911	2 GB, 500 MHz	Micro-SIM	Qualcomm Snapdragon S4 Pro MSM8960T Pro	16 GB	2.0, Micro USB	a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct	100.97
BlackBerry	9720	66 x 114 x 12 mm	120 g	1450 mAh, Li-Ion	2.1	Marvell Sheeva, 806 MHz, Cores: 1	2592 x 1944 pixels	No info	2.8 in, IPS, 480 x 360 pixels, 24 bit	No info	microSD, microSDHC	BlackBerry 7.1	GPS, A-GPS	512 MB	Mini-SIM	Marvell PXA930	512 MB	2.0, Micro USB	b, g, n, Wi-Fi Hotspot	71.77
BlackBerry	Q5	66 x 120 x 10.8 mm	120 g	2180 mAh, Li-Ion	4.0	Krait 200, 1200 MHz, Cores: 2	2592 x 1944 pixels, 1920 x 1080 pixels, 30 fps	No info	3.1 in, IPS, 720 x 720 pixels, 24 bit	Qualcomm Adreno 305, Cores: 1	microSD, microSDHC, microSDXC	BlackBerry 10	GPS, A-GPS	2 GB, 533 MHz	Micro-SIM	Qualcomm Snapdragon 400 MSM8230	8 GB	2.0, Micro USB	b, g, n, Wi-Fi Hotspot	240.20
BlackBerry	Q10	66.8 x 119.6 x 10.4 mm	139 g	2100 mAh, Li-Ion	4.0	Krait, 1500 MHz, Cores: 2	3264 x 2448 pixels, 1920 x 1080 pixels, 30 fps	No info	3.1 in, Super AMOLED, 720 x 720 pixels, 24 bit	Qualcomm Adreno 225	microSD, microSDHC, microSDXC	BlackBerry 10	GPS, A-GPS, S-GPS, GLONASS	2 GB, 500 MHz	Micro-SIM	Qualcomm Snapdragon S4 Plus MSM8960	16 GB	2.0, Micro USB	a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot	201.19
BlackBerry	Z10	65.6 x 130 x 9 mm	137 g	1800 mAh, Li-Ion	4.0	Krait, 1500 MHz, Cores: 2	3264 x 2448 pixels, 1920 x 1080 pixels, 30 fps	No info	4.2 in, IPS, 768 x 1280 pixels, 24 bit	Qualcomm Adreno 225, Cores: 1	microSD, microSDHC, microSDXC	BlackBerry 10	GPS, A-GPS	2 GB, 500 MHz	Micro-SIM	Qualcomm Snapdragon S4 Plus MSM8960	16 GB	2.0, Micro USB	a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot	94.76
Curve	9320	60 x 109 x 12.7 mm	103 g	1450 mAh, Li-Ion	2.1	806 MHz, Cores: 1	2048 x 1536 pixels	No info	2.44 in, TFT, 320 x 240 pixels	No info	microSD, microSDHC	BlackBerry 7.1	GPS, A-GPS	512 MB	Mini-SIM	No info	No info	2.0, Micro USB	b, g, n, Wi-Fi Hotspot, Wi-Fi Direct	417.54
Curve	9380	60 x 109 x 11.2 mm	98 g	1230 mAh, Li-Ion	2.1	Marvell Sheeva, 806 MHz, Cores: 1	2592 x 1944 pixels, 640 x 480 pixels	No info	3.2 in, TFT, 360 x 480 pixels	No info	microSD, microSDHC	BlackBerry 7.0	GPS, A-GPS	512 MB	Mini-SIM	Marvell PXA930	512 MB	2.0, Micro USB	b, g, n	79.22
Porsche	Design	67 x 115 x 11.3 mm	155 g	1230 mAh, Li-Ion	2.1	Scorpion, 1200 MHz, Cores: 1	2592 x 1944 pixels, 1280 x 720 pixels	No info	2.8 in, TFT, 640 x 480 pixels, 24 bit	Qualcomm Adreno 205	microSD, microSDHC	BlackBerry 7.0	GPS, A-GPS	768 MB, 500 MHz	Mini-SIM	Qualcomm Snapdragon S2 MSM8655	8 GB	2.0, Micro USB	a, b, g, n, Dual band, Wi-Fi Hotspot	364.00
Bold	9790	60 x 110 x 11.4 mm	107 g	1230 mAh, Li-Ion	2.1	1000 MHz, Cores: 1	2592 x 1944 pixels, 640 x 480 pixels	No info	2.45 in, TFT, 480 x 360 pixels, 24 bit	PowerVR SGX543	microSD, microSDHC	BlackBerry 7.0	GPS, A-GPS	768 MB	Mini-SIM	Marvell Tavor MG1	8 GB	2.0, Micro USB	a, b, g, n, Dual band, Wi-Fi Hotspot	129.50
Torch	9860	62 x 120 x 11.5 mm	135 g	1230 mAh, Li-Ion	2.1	Scorpion, 1200 MHz, Cores: 1	2592 x 1944 pixels, 1280 x 720 pixels	No info	3.7 in, TFT, 480 x 800 pixels, 24 bit	Qualcomm Adreno 205	microSD, microSDHC	BlackBerry 7	GPS, A-GPS	768 MB, 500 MHz	Mini-SIM	Qualcomm Snapdragon S2 MSM8655	4 GB	2.0, Micro USB	b, g, n, Wi-Fi Hotspot	128.74
Torch	9810	62 x 111 x 14.6 mm	161 g	1270 mAh, Li-Ion	2.1	Scorpion, 1200 MHz, Cores: 1	2592 x 1944 pixels, 1280 x 720 pixels	No info	3.2 in, TFT, 480 x 640 pixels, 24 bit	Qualcomm Adreno 205	microSD, microSDHC	BlackBerry 7.0	GPS, A-GPS	768 MB, 500 MHz	Mini-SIM	Qualcomm Snapdragon S2 MSM8655	8 GB	2.0, Micro USB	b, g, n, Wi-Fi Hotspot	196.00
Curve	9360	60 x 109 x 11 mm	99 g	1000 mAh, Li-Ion	2.1	800 MHz, Cores: 1	2592 x 1944 pixels, 640 x 480 pixels	No info	2.44 in, TFT, 480 x 360 pixels	No info	microSD, microSDHC	BlackBerry 7.0	GPS, A-GPS	512 MB	Mini-SIM	No info	512 MB	2.0, Micro USB	b, g, n	76.73
Touch	9900	66 x 115 x 10.5 mm	130 g	1230 mAh, Li-Ion	2.1	Scorpion, 1200 MHz, Cores: 1	2592 x 1944 pixels, 1280 x 720 pixels	No info	2.8 in, TFT, 640 x 480 pixels, 24 bit	Qualcomm Adreno 205	microSD, microSDHC	BlackBerry 7.0	GPS, A-GPS	768 MB, 500 MHz	Mini-SIM	Qualcomm Snapdragon S2 MSM8655	8 GB	2.0, Micro USB	b, g, n, Dual band, Wi-Fi Hotspot	151.75
Touch	9930	66 x 115 x 10.5 mm	130 g	1230 mAh, Li-Ion	2.1	Scorpion, 1200 MHz, Cores: 1	2592 x 1944 pixels, 1280 x 720 pixels	No info	2.8 in, TFT, 640 x 480 pixels, 24 bit	Qualcomm Adreno 205	microSD, microSDHC	BlackBerry 7.0	GPS, A-GPS	768 MB, 500 MHz	Mini-SIM	Qualcomm Snapdragon S2 MSM8655	8 GB	2.0, Micro USB	b, g, n, Dual band, Wi-Fi Hotspot	103.50
Bold	9780	60 x 109 x 14 mm	122 g	1500 mAh, Li-Polymer	2.1	624 MHz	2592 x 1944 pixels	No info	2.44 in, TFT, 480 x 360 pixels	No info	microSD, microSDHC	BlackBerry 6.0	GPS, A-GPS	512 MB	Mini-SIM	No info	256 MB	2.0, Micro USB	g, n	76.46
3G	9330	60 x 109 x 13.9 mm	104 g	1150 mAh, Li-Ion	2.1	No info	1600 x 1200 pixels	No info	2.46 in, TFT, 320 x 240 pixels	No info	microSD, microSDHC	BlackBerry 5.0	GPS, A-GPS	512 MB	Mini-SIM	No info	No info	2.0, Micro USB	b, g	149.95
3G	9300	60 x 109 x 13.9 mm	104 g	1150 mAh, Li-Ion	2.1	624 MHz	1600 x 1200 pixels	No info	2.46 in, TFT, 320 x 240 pixels, 16 bit	No info	microSD, microSDHC	BlackBerry 5.0	GPS, A-GPS	256 MB	Mini-SIM	No info	No info	2.0, Micro USB	b, g, n	79.50
Blackview	BV9800	81 x 168.5 x 14.8 mm	322 g	6580 mAh, Li-Polymer	4.1	4x 2.1 GHz ARM Cortex-A73, 4x 2.0 GHz ARM Cortex-A53, Cores: 8	8000 x 6000 pixels, 3840 x 2160 pixels, 30 fps	No info	6.3 in, IPS, 1080 x 2340 pixels, 24 bit	ARM Mali-G72 MP3, 900 MHz, Cores: 3	microSD, microSDHC, microSDXC	Android 9.0 Pie	GPS, A-GPS, GLONASS, BeiDou	6 GB, 1800 MHz	Nano-SIM, Nano-SIM / microSD	MediaTek Helio P70 (MT6771V/CT)	128 GB	2.0, USB Type-C	a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display	366.06
BV9800	Pro	81 x 168.5 x 14.8 mm	322 g	6580 mAh, Li-Polymer	4.1	4x 2.1 GHz ARM Cortex-A73, 4x 2.0 GHz ARM Cortex-A53, Cores: 8	8000 x 6000 pixels, 3840 x 2160 pixels, 30 fps	No info	6.3 in, IPS, 1080 x 2340 pixels, 24 bit	ARM Mali-G72 MP3, 900 MHz, Cores: 3	microSD, microSDHC, microSDXC	Android 9.0 Pie	GPS, A-GPS, GLONASS, BeiDou	6 GB, 1800 MHz	Nano-SIM, Nano-SIM / microSD	MediaTek Helio P70 (MT6771V/CT)	128 GB	2.0, USB Type-C	a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display	491.31
Pro	(2019)	81.4 x 162.9 x 12.85 mm	268 g	5580 mAh, Li-Polymer	4.2	4x 2.1 GHz ARM Cortex-A73, 4x 1.95 GHz ARM Cortex-A53, Cores: 8	4608 x 3456 pixels, 3840 x 2160 pixels, 30 fps	No info	6.21 in, Super AMOLED, 1080 x 2248 pixels, 24 bit	ARM Mali-G72 MP3, 900 MHz, Cores: 3	microSD, microSDHC, microSDXC	Android 9.0 Pie	GPS, A-GPS, GLONASS	6 GB, 1800 MHz	Nano-SIM, Nano-SIM / microSD	MediaTek Helio P70	128 GB	2.0, USB Type-C	a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct	336.12
Blackview	BV9100	No info	No info	13000 mAh, Li-Polymer	5.0	4x 2.3 GHz ARM Cortex-A53, 4x 1.8 GHz ARM Cortex-A53, Cores: 8	4608 x 3456 pixels, 3840 x 2160 pixels, 30 fps	No info	6.3 in, IPS, 1080 x 2340 pixels, 24 bit	PowerVR GE8320, 680 MHz	microSD, microSDHC, microSDXC	Android 9.0 Pie	GPS, A-GPS, GLONASS, BeiDou, Galileo	4 GB	Nano-SIM, Nano-SIM / microSD	MediaTek Helio P35 (MT6765V/WA)	64 GB	2.0, USB Type-C	a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct, Wi-Fi Display	256.01
BV9500	Plus	81.8 x 165 x 18.7 mm	365 g	10000 mAh, Li-Polymer	4.2	4x 2.1 GHz ARM Cortex-A73, 4x 1.95 GHz ARM Cortex-A53, Cores: 8	4608 x 3456 pixels, 3840 x 2160 pixels, 30 fps	No info	5.7 in, IPS, 1080 x 2160 pixels, 24 bit	ARM Mali-G72 MP3, 900 MHz, Cores: 3	microSD, microSDHC, microSDXC	Android 9.0 Pie	GPS, A-GPS, GLONASS	4 GB, 1800 MHz	Nano-SIM, Nano-SIM / microSD	MediaTek Helio P70	64 GB	2.0, USB Type-C	a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct	273.54
Blackview	BV6100	89.7 x 181 x 11.5 mm	315 g	5580 mAh, Li-Polymer	5.0	ARM Cortex-A53, 2000 MHz, Cores: 4	3284 x 2448 pixels, 1920 x 1080 pixels, 30 fps	No info	6.88 in, IPS, 640 x 1352 pixels, 24 bit	PowerVR GE8300	microSD, microSDHC, microSDXC	Android 9.0 Pie	GPS, A-GPS, GLONASS, BeiDou, Galileo	3 GB, 933 MHz	Nano-SIM, Nano-SIM / microSD	MediaTek Helio A22 (MT6761)	16 GB	2.0, Micro USB	a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot	179.52
Blackview	BV9600	81.4 x 162.9 x 12.85 mm	268 g	5580 mAh, Li-Polymer	4.2	4x 2.1 GHz ARM Cortex-A73, 4x 1.95 GHz ARM Cortex-A53, Cores: 8	4608 x 3456 pixels, 3840 x 2160 pixels, 30 fps	No info	6.21 in, AMOLED, 1080 x 2248 pixels, 24 bit	ARM Mali-G72 MP3, 700 MHz, Cores: 3	microSD, microSDHC, microSDXC	Android 9.0 Pie	GPS, A-GPS, GLONASS	4 GB, 1800 MHz	Nano-SIM, Nano-SIM / microSD	MediaTek Helio P70	64 GB	2.0, USB Type-C	a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct	255.35
A60	Pro	74 x 156.8 x 9.8 mm	170 g	4080 mAh, Li-Polymer	4.2	ARM Cortex-A53, 2000 MHz, Cores: 4	3284 x 2448 pixels, 1920 x 1080 pixels, 30 fps	No info	6.09 in, IPS, 600 x 1280 pixels, 24 bit	PowerVR GE8300, 660 MHz	microSD, microSDHC, microSDXC	Android 9.0 Pie	GPS, A-GPS, GLONASS	3 GB, 933 MHz	Nano-SIM, Nano-SIM / microSD	MediaTek Helio A22 (MT6761)	16 GB	2.0, Micro USB	a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot	86.33
BV5500	Pro	75.5 x 152.2 x 14 mm	225 g	4400 mAh, Li-Polymer	4.0	ARM Cortex-A53, 1500 MHz, Cores: 4	3284 x 2448 pixels, 1280 x 720 pixels, 30 fps	No info	5.5 in, IPS, 720 x 1440 pixels, 24 bit	PowerVR GE8100, 570 MHz	microSD, microSDHC, microSDXC	Android 9.0 Pie	GPS, A-GPS, GLONASS	3 GB, 667 MHz	Micro-SIM	MediaTek MT6739	16 GB	2.0, USB Type-C	b, g, n, Wi-Fi Hotspot	110.92
BV9700	Pro	81.3 x 165.9 x 16.5 mm	283 g	4380 mAh, Li-Polymer	4.1	4x 2.1 GHz ARM Cortex-A73, 4x 1.95 GHz ARM Cortex-A53, Cores: 8	4608 x 3456 pixels, 3840 x 2160 pixels, 30 fps	No info	5.84 in, IPS, 1080 x 2280 pixels, 24 bit	ARM Mali-G72 MP3, 900 MHz, Cores: 3	microSD, microSDHC, microSDXC	Android 9.0 Pie	GPS, A-GPS, GLONASS	6 GB, 1800 MHz	Nano-SIM, Nano-SIM / microSD	MediaTek Helio P70	128 GB	2.0, USB Type-C	a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct	361.61
Blackview	A60	74 x 156.8 x 9.8 mm	171 g	4080 mAh, Li-Ion	4.2	ARM Cortex-A7, 1300 MHz, Cores: 4	4160 x 3120 pixels, 1280 x 720 pixels, 30 fps	No info	6.1 in, IPS, 600 x 1280 pixels, 24 bit	ARM Mali-400 MP2, 500 MHz, Cores: 2	microSD, microSDHC, microSDXC	Android 8.1 Oreo Go Edition	GPS, A-GPS	1 GB, 533 MHz	Nano-SIM	MediaTek MT6580A	16 GB	2.0, Micro USB	b, g, n, Wi-Fi Hotspot	67.33
Max	1	74.7 x 159.5 x 10.2 mm	216 g	4680 mAh, Li-Polymer	4.1	4x 2.3 GHz ARM Cortex-A53, 4x 1.65 GHz ARM Cortex-A53, Cores: 8	4608 x 3456 pixels, 1920 x 1080 pixels, 30 fps	No info	6.01 in, Super AMOLED, 1080 x 2160 pixels, 24 bit	ARM Mali-G71 MP2, 770 MHz, Cores: 2	microSD, microSDHC, microSDXC	Android 8.1 Oreo	GPS, A-GPS, GLONASS	6 GB, 1600 MHz	Nano-SIM / microSD, Micro-SIM	MediaTek Helio P23 (MT6763T)	64 GB	2.0, USB Type-C	a, b, g, n, n 5GHz, Dual band, Wi-Fi Hotspot, Wi-Fi Direct	519.42
Blackview	BV5500	75.5 x 152.2 x 14 mm	225 g	4400 mAh, Li-Polymer	4.0	ARM Cortex-A7, 1300 MHz, Cores: 4	3284 x 2448 pixels, 1280 x 720 pixels, 30 fps	No info	5.5 in, IPS, 720 x 1440 pixels, 24 bit	ARM Mali-400 MP2, Cores: 2	microSD, microSDHC, microSDXC	Android 8.1 Oreo	GPS, A-GPS	2 GB, 533 MHz	Micro-SIM	MediaTek MT6580P	16 GB	2.0, USB Type-C	b, g, n, Wi-Fi Hotspot	92.10
BV9600	Pro	81.4 x 162.9 x 12.85 mm	268 g	5580 mAh, Li-Polymer	4.2	4x 2.0 GHz ARM Cortex-A73, 4x 2.0 GHz ARM Cortex-A53, Cores: 8	4608 x 3456 pixels, 3840 x 2160 pixels, 30 fps	No info	6.21 in, Super AMOLED, 1080 x 2248 pixels, 24 bit	ARM Mali-G72 MP3, 800 MHz, Cores: 3	microSD, microSDHC, microSDXC	Android 8.1 Oreo	GPS, A-GPS, GLONASS	6 GB, 1800 MHz	Nano-SIM, Nano-SIM / microSD	MediaTek Helio P60 (MT6771)	128 GB	2.0, USB Type-C	a, b, g, n, n 5GHz, ac, Dual band, Wi-Fi Hotspot, Wi-Fi Direct	361.81
